"Aba","Fejér","47.028735","18.517632"
"Abádszalók","Jász-Nagykun-Szolnok","47.4750813","20.5989696"
"Abaliget","Baranya","46.142771","18.115713"
"Abasár","Heves","47.802378","20.007518"
"Abaújalpár","Borsod-Abaúj-Zemplén","48.3080066","21.2363634"
"Abaújkér","Borsod-Abaúj-Zemplén","48.308438","21.199243"
"Abaújlak","Borsod-Abaúj-Zemplén","48.405685","20.9575598"
"Abaújszántó","Borsod-Abaúj-Zemplén","48.278538","21.187543"
"Abaújszolnok","Borsod-Abaúj-Zemplén","48.3738201","20.9749045"
"Abaújvár","Borsod-Abaúj-Zemplén","48.5264992","21.3156274"
"Abda","Győr-Moson-Sopron","47.6968085","17.5431893"
"Abod","Borsod-Abaúj-Zemplén","48.3928","20.791629"
"Abony","Pest","47.189168","20.005349"
"Ábrahámhegy","Veszprém","46.8110816","17.5644593"
"Ács","Komárom-Esztergom","47.7045","18.1042"
"Acsa","Pest","47.7970001","19.381757"
"Acsád","Vas","47.322934","16.7344571"
"Acsalag","Győr-Moson-Sopron","47.672521","17.2028902"
"Ácsteszér","Komárom-Esztergom","47.405691","18.0055789"
"Adács","Heves","47.697991","19.974156"
"Ádánd","Somogy","46.857267","18.1534298"
"Adásztevel","Veszprém","47.304278","17.540541"
"Adony","Fejér","47.119574","18.8652611"
"Adorjánháza","Veszprém","47.243514","17.2393261"
"Adorjás","Baranya","45.8502423","18.063301"
"Ág","Baranya","46.295755","18.203211"
"Ágasegyháza","Bács-Kiskun","46.840381","19.4456362"
"Ágfalva","Győr-Moson-Sopron","47.6911948","16.5205305"
"Aggtelek","Borsod-Abaúj-Zemplén","48.466674","20.501654"
"Agyagosszergény","Győr-Moson-Sopron","47.6095291","16.9420099"
"Ajak","Szabolcs-Szatmár-Bereg","48.183661","22.0483238"
"Ajka","Veszprém","47.1068802","17.563957"
"Aka","Komárom-Esztergom","47.406668","18.070641"
"Akasztó","Bács-Kiskun","46.6910604","19.2052143"
"Alacska","Borsod-Abaúj-Zemplén","48.2164179","20.6520091"
"Alap","Fejér","46.799919","18.6882199"
"Alattyán","Jász-Nagykun-Szolnok","47.4255424","20.0484478"
"Albertirsa","Pest","47.249931","19.6084789"
"Alcsútdoboz","Fejér","47.425782","18.6025831"
"Aldebrő","Heves","47.788144","20.229565"
"Algyő","Csongrád","46.3331258","20.2153333"
"Alibánfa","Zala","46.889757","16.9166228"
"Almamellék","Baranya","46.16159","17.8791401"
"Almásfüzitő","Komárom-Esztergom","47.7278483","18.2577993"
"Almásháza","Zala","46.840455","17.046978"
"Almáskamarás","Békés","46.46072","21.092859"
"Almáskeresztúr","Baranya","46.1183515","17.8941825"
"Álmosd","Hajdú-Bihar","47.418263","21.9774359"
"Alsóberecki","Borsod-Abaúj-Zemplén","48.341318","21.685396"
"Alsóbogát","Somogy","46.5108","17.749674"
"Alsódobsza","Borsod-Abaúj-Zemplén","48.180485","21.0006472"
"Alsógagy","Borsod-Abaúj-Zemplén","48.404441","21.0238628"
"Alsómocsolád","Baranya","46.313261","18.244274"
"Alsónána","Tolna","46.248424","18.6598148"
"Alsónémedi","Pest","47.313751","19.1664839"
"Alsónemesapáti","Zala","46.853375","16.935323"
"Alsónyék","Tolna","46.202812","18.7355599"
"Alsóörs","Veszprém","46.994486","17.9735872"
"Alsópáhok","Zala","46.760671","17.1735311"
"Alsópetény","Nógrád","47.876319","19.2413408"
"Alsórajk","Zala","46.653988","16.9976812"
"Alsóregmec","Borsod-Abaúj-Zemplén","48.463514","21.6177149"
"Alsószenterzsébet","Zala","46.7453491","16.4775096"
"Alsószentiván","Fejér","46.7947131","18.7323538"
"Alsószentmárton","Baranya","45.790399","18.305622"
"Alsószölnök","Vas","46.927474","16.2025571"
"Alsószuha","Borsod-Abaúj-Zemplén","48.371536","20.5042028"
"Alsótelekes","Borsod-Abaúj-Zemplén","48.410077","20.65482"
"Alsótold","Nógrád","47.9547616","19.5969089"
"Alsóújlak","Vas","47.082356","16.8527279"
"Alsóvadász","Borsod-Abaúj-Zemplén","48.243207","20.904448"
"Alsózsolca","Borsod-Abaúj-Zemplén","48.070148","20.8799309"
"Ambrózfalva","Csongrád","46.350091","20.7298159"
"Anarcs","Szabolcs-Szatmár-Bereg","48.176096","22.10018"
"Andocs","Somogy","46.650765","17.9254462"
"Andornaktálya","Heves","47.844569","20.411815"
"Andrásfa","Vas","46.96396","16.795372"
"Annavölgy","Komárom-Esztergom","47.695329","18.661323"
"Apácatorna","Veszprém","47.11142","17.295989"
"Apagy","Szabolcs-Szatmár-Bereg","47.9573641","21.9363399"
"Apaj","Pest","47.113385","19.0877321"
"Aparhant","Tolna","46.32796","18.448742"
"Apátfalva","Csongrád","46.1745418","20.5786891"
"Apátistvánfalva","Vas","46.896813","16.2543719"
"Apátvarasd","Baranya","46.1864881","18.4806777"
"Apc","Heves","47.796168","19.689849"
"Áporka","Pest","47.233388","19.011088"
"Apostag","Bács-Kiskun","46.881017","18.9598961"
"Aranyosapáti","Szabolcs-Szatmár-Bereg","48.202803","22.2621908"
"Aranyosgadány","Baranya","46.005925","18.121032"
"Arka","Borsod-Abaúj-Zemplén","48.3555631","21.2517352"
"Arló","Borsod-Abaúj-Zemplén","48.1760579","20.2583405"
"Arnót","Borsod-Abaúj-Zemplén","48.131431","20.8563559"
"Ároktő","Borsod-Abaúj-Zemplén","47.730785","20.942334"
"Árpádhalom","Csongrád","46.6163817","20.5455902"
"Árpás","Győr-Moson-Sopron","47.5146305","17.3916968"
"Ártánd","Hajdú-Bihar","47.124157","21.7591999"
"Ásotthalom","Csongrád","46.198876","19.7826188"
"Ásványráró","Győr-Moson-Sopron","47.826412","17.4943231"
"Aszaló","Borsod-Abaúj-Zemplén","48.223572","20.9530271"
"Aszód","Pest","47.6523763","19.4759463"
"Aszófő","Veszprém","46.9290394","17.8334359"
"Áta","Baranya","45.937065","18.2970788"
"Átány","Heves","47.616083","20.3635951"
"Atkár","Heves","47.7211399","19.8912143"
"Attala","Tolna","46.38097","18.0634882"
"Babarc","Baranya","46.00358","18.5533319"
"Babarcszőlős","Baranya","45.9009673","18.1369722"
"Babócsa","Somogy","46.0379965","17.3445967"
"Bábolna","Komárom-Esztergom","47.641842","17.9788241"
"Bábonymegyer","Somogy","46.7492624","18.117578"
"Babosdöbréte","Zala","46.811671","16.777386"
"Babót","Győr-Moson-Sopron","47.576393","17.075137"
"Bácsalmás","Bács-Kiskun","46.123955","19.32633"
"Bácsbokod","Bács-Kiskun","46.124996","19.1584231"
"Bácsborsód","Bács-Kiskun","46.094301","19.1589372"
"Bácsszentgyörgy","Bács-Kiskun","45.975167","19.039044"
"Bácsszőlős","Bács-Kiskun","46.1331906","19.4237518"
"Badacsonytomaj","Veszprém","46.809433","17.513775"
"Badacsonytördemic","Veszprém","46.80962","17.4726061"
"Bag","Pest","47.635685","19.4837551"
"Bagamér","Hajdú-Bihar","47.44866","21.9907879"
"Baglad","Zala","46.680508","16.4873092"
"Bagod","Zala","46.8764062","16.7515657"
"Bágyogszovát","Győr-Moson-Sopron","47.582843","17.3666081"
"Baj","Komárom-Esztergom","47.648849","18.3642094"
"Baja","Bács-Kiskun","46.1834182","18.9538158"
"Bajánsenye","Vas","46.801644","16.38423"
"Bajna","Komárom-Esztergom","47.6569876","18.5946611"
"Bajót","Komárom-Esztergom","47.727138","18.5557298"
"Bak","Zala","46.7305579","16.8460521"
"Bakháza","Somogy","46.109426","17.3592371"
"Bakóca","Baranya","46.207636","17.999191"
"Bakonszeg","Hajdú-Bihar","47.1903736","21.4444885"
"Bakonya","Baranya","46.086662","18.080726"
"Bakonybánk","Komárom-Esztergom","47.466771","17.9045521"
"Bakonybél","Veszprém","47.253138","17.731746"
"Bakonycsernye","Fejér","47.319365","18.0869782"
"Bakonygyirót","Veszprém","47.420545","17.805337"
"Bakonyjákó","Veszprém","47.2247222","17.6003089"
"Bakonykoppány","Veszprém","47.33056","17.6854748"
"Bakonykúti","Fejér","47.2450895","18.197388"
"Bakonynána","Veszprém","47.279905","17.9711454"
"Bakonyoszlop","Veszprém","47.34468","17.9231"
"Bakonypéterd","Veszprém","47.469025","17.798401"
"Bakonypölöske","Veszprém","47.2101658","17.487811"
"Bakonyság","Veszprém","47.4004261","17.6509751"
"Bakonysárkány","Komárom-Esztergom","47.446819","18.1018771"
"Bakonyszentiván","Veszprém","47.3903","17.6713628"
"Bakonyszentkirály","Veszprém","47.3654998","17.8801981"
"Bakonyszentlászló","Veszprém","47.392625","17.803346"
"Bakonyszombathely","Komárom-Esztergom","47.474908","17.9583361"
"Bakonyszücs","Veszprém","47.3422412","17.6820389"
"Bakonytamási","Veszprém","47.4111607","17.7310611"
"Baks","Csongrád","46.548885","20.106585"
"Baksa","Baranya","45.959106","18.0940342"
"Baktakék","Borsod-Abaúj-Zemplén","48.367676","21.0283268"
"Baktalórántháza","Szabolcs-Szatmár-Bereg","47.997697","22.0766029"
"Baktüttös","Zala","46.70144","16.81925"
"Balajt","Borsod-Abaúj-Zemplén","48.320904","20.788447"
"Balassagyarmat","Nógrád","48.078798","19.2938953"
"Balástya","Csongrád","46.422104","20.0136622"
"Balaton","Heves","48.092723","20.3062072"
"Balatonakali","Veszprém","46.882292","17.746249"
"Balatonalmádi","Veszprém","47.0286976","18.0148627"
"Balatonberény","Somogy","46.7140503","17.3170951"
"Balatonboglár","Somogy","46.7785303","17.6549748"
"Balatoncsicsó","Veszprém","46.925761","17.66952"
"Balatonederics","Veszprém","46.806045","17.381272"
"Balatonendréd","Somogy","46.8383818","17.9740484"
"Balatonfenyves","Somogy","46.7114277","17.4786301"
"Balatonfőkajár","Veszprém","47.024137","18.212967"
"Balatonföldvár","Somogy","46.849649","17.8794211"
"Balatonfüred","Veszprém","46.9564612","17.8889631"
"Balatonfűzfő","Veszprém","47.0638938","18.0390248"
"Balatongyörök","Zala","46.761656","17.3487031"
"Balatonhenye","Veszprém","46.9096185","17.6162142"
"Balatonkenese","Veszprém","47.035852","18.1086739"
"Balatonkeresztúr","Somogy","46.6976797","17.3702046"
"Balatonlelle","Somogy","46.7866595","17.6963665"
"Balatonmagyaród","Zala","46.595694","17.1757462"
"Balatonmáriafürdő","Somogy","46.705624","17.370578"
"Balatonőszöd","Somogy","46.806644","17.8018224"
"Balatonrendes","Veszprém","46.826536","17.58474"
"Balatonszabadi","Somogy","46.890402","18.134726"
"Balatonszárszó","Somogy","46.8258403","17.8345004"
"Balatonszemes","Somogy","46.8074032","17.7804071"
"Balatonszentgyörgy","Somogy","46.6909167","17.2952239"
"Balatonszepezd","Veszprém","46.8477344","17.6583986"
"Balatonszőlős","Veszprém","46.966915","17.8291822"
"Balatonudvari","Veszprém","46.9057403","17.8035729"
"Balatonújlak","Somogy","46.672631","17.3845559"
"Balatonvilágos","Veszprém","46.9811194","18.1713007"
"Balinka","Fejér","47.313047","18.1919981"
"Balkány","Szabolcs-Szatmár-Bereg","47.7713409","21.8562548"
"Ballószög","Bács-Kiskun","46.8616042","19.5713365"
"Balmazújváros","Hajdú-Bihar","47.612435","21.343577"
"Balogunyom","Vas","47.1585991","16.6479989"
"Balotaszállás","Bács-Kiskun","46.350142","19.536035"
"Balsa","Szabolcs-Szatmár-Bereg","48.173111","21.5354041"
"Bálványos","Somogy","46.780084","17.951852"
"Bana","Komárom-Esztergom","47.6507914","17.9198547"
"Bánd","Veszprém","47.1215507","17.7797385"
"Bánfa","Baranya","45.992471","17.87927"
"Bánhorváti","Borsod-Abaúj-Zemplén","48.225303","20.5002158"
"Bánk","Nógrád","47.925394","19.174537"
"Bánokszentgyörgy","Zala","46.546756","16.7832479"
"Bánréve","Borsod-Abaúj-Zemplén","48.297226","20.356038"
"Bár","Baranya","46.050417","18.7150669"
"Barabás","Szabolcs-Szatmár-Bereg","48.229585","22.4347579"
"Baracs","Fejér","46.904846","18.851389"
"Baracska","Fejér","47.287274","18.7570778"
"Báránd","Hajdú-Bihar","47.2926513","21.2282413"
"Baranyahidvég","Baranya","45.846463","18.022774"
"Baranyajenő","Baranya","46.270915","18.044856"
"Baranyaszentgyörgy","Baranya","46.244372","18.0158692"
"Barbacs","Győr-Moson-Sopron","47.6460995","17.295544"
"Barcs","Somogy","45.959228","17.4666786"
"Bárdudvarnok","Somogy","46.328001","17.687713"
"Barlahida","Zala","46.716429","16.698527"
"Bárna","Nógrád","48.0987962","19.9349002"
"Barnag","Veszprém","46.979611","17.7491408"
"Bársonyos","Komárom-Esztergom","47.511394","17.9174182"
"Basal","Baranya","46.0736143","17.7848296"
"Baskó","Borsod-Abaúj-Zemplén","48.3349629","21.337265"
"Báta","Tolna","46.1263969","18.771675"
"Bátaapáti","Tolna","46.222263","18.600248"
"Bátaszék","Tolna","46.1973441","18.7236647"
"Baté","Somogy","46.360008","17.9624761"
"Bátmonostor","Bács-Kiskun","46.104539","18.9296161"
"Bátonyterenye","Nógrád","47.989222","19.828845"
"Bátor","Heves","47.9908523","20.2656727"
"Bátorliget","Szabolcs-Szatmár-Bereg","47.762441","22.272624"
"Battonya","Békés","46.292211","21.0172748"
"Bátya","Bács-Kiskun","46.490337","18.9588622"
"Batyk","Zala","46.98963","17.0357519"
"Bázakerettye","Zala","46.5267139","16.7275543"
"Bazsi","Veszprém","46.927739","17.245791"
"Béb","Veszprém","47.34433","17.5989398"
"Becsehely","Zala","46.4480446","16.7918395"
"Becske","Nógrád","47.9111433","19.3762483"
"Becskeháza","Borsod-Abaúj-Zemplén","48.529963","20.8354349"
"Becsvölgye","Zala","46.7588566","16.6811511"
"Bedegkér","Somogy","46.65036","18.06022"
"Bedő","Hajdú-Bihar","47.16387","21.7508738"
"Bejcgyertyános","Vas","47.148754","16.9230218"
"Békás","Veszprém","47.331807","17.3491621"
"Bekecs","Borsod-Abaúj-Zemplén","48.151442","21.1709761"
"Békés","Békés","46.7717762","21.1295865"
"Békéscsaba","Békés","46.6841987","21.0867872"
"Békéssámson","Békés","46.416866","20.6217331"
"Békésszentandrás","Békés","46.873412","20.4791231"
"Bekölce","Heves","48.079955","20.2741211"
"Bélapátfalva","Heves","48.052725","20.348591"
"Bélavár","Somogy","46.1218968","17.2193878"
"Belecska","Tolna","46.64164","18.4150811"
"Beled","Győr-Moson-Sopron","47.466649","17.08696"
"Beleg","Somogy","46.315504","17.4106681"
"Belezna","Zala","46.3353818","16.9405643"
"Bélmegyer","Békés","46.872079","21.18344"
"Beloiannisz","Fejér","47.183611","18.8242381"
"Belsősárd","Zala","46.642628","16.471534"
"Belvárdgyula","Baranya","45.9714341","18.4375743"
"Benk","Szabolcs-Szatmár-Bereg","48.30075","22.2301739"
"Bénye","Pest","47.355681","19.538901"
"Bér","Nógrád","47.8641572","19.5050336"
"Bérbaltavár","Vas","47.0104207","16.9693464"
"Bercel","Nógrád","47.86731","19.4059919"
"Beregdaróc","Szabolcs-Szatmár-Bereg","48.1983722","22.5281036"
"Beregsurány","Szabolcs-Szatmár-Bereg","48.161242","22.5445781"
"Berekböszörmény","Hajdú-Bihar","47.062471","21.6804499"
"Berekfürdő","Jász-Nagykun-Szolnok","47.3871629","20.844962"
"Beremend","Baranya","45.784838","18.4352051"
"Berente","Borsod-Abaúj-Zemplén","48.2440926","20.6635397"
"Beret","Borsod-Abaúj-Zemplén","48.343864","21.022879"
"Berettyóújfalu","Hajdú-Bihar","47.233892","21.5340216"
"Berhida","Veszprém","47.113256","18.1343369"
"Berkenye","Nógrád","47.8885837","19.0730262"
"Berkesd","Baranya","46.0759853","18.4084312"
"Berkesz","Szabolcs-Szatmár-Bereg","48.0976312","21.9787733"
"Bernecebaráti","Pest","48.0358251","18.9152827"
"Berzék","Borsod-Abaúj-Zemplén","48.022133","20.952382"
"Berzence","Somogy","46.207457","17.146166"
"Besence","Baranya","45.8956384","17.9620895"
"Besenyőd","Szabolcs-Szatmár-Bereg","47.964103","22.0096681"
"Besenyőtelek","Heves","47.698447","20.428187"
"Besenyszög","Jász-Nagykun-Szolnok","47.297315","20.2594241"
"Besnyő","Fejér","47.191285","18.776922"
"Beszterec","Szabolcs-Szatmár-Bereg","48.156479","21.837992"
"Bezedek","Baranya","45.866317","18.5855339"
"Bezenye","Győr-Moson-Sopron","47.96406","17.2148101"
"Bezeréd","Zala","46.8692139","17.0132153"
"Bezi","Győr-Moson-Sopron","47.673794","17.3919769"
"Biatorbágy","Pest","47.471219","18.825223"
"Bicsérd","Baranya","46.0227259","18.0812061"
"Bicske","Fejér","47.490759","18.6362719"
"Bihardancsháza","Hajdú-Bihar","47.228613","21.316046"
"Biharkeresztes","Hajdú-Bihar","47.131554","21.7247"
